Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50,#51,#52,#53,#54,#55,#56,#57,#58,#59,#60,#61,#62,#63,#64,#65,#66,#67,#68,#69,#70,#71,#72,#73,#74,#75,#76,#77,#78,#79,#80,#81,#82,#83,#84,#85,#86,#87,#88,#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100
859,0,0,998569,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998569,998569,998560,998560,998569,998560,998560,998569,998569,998569,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560
860,0,0,998569,998569,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998569,998560,998569,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998569,998560,998569,998560,998569,998560,998569,998560,998569,998569,998569,998560,998569,998569,998569,998569,998560,998560,998560,998560,998569,998569,998560,998569,998569,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998569,998569,998569
861,0,0,998569,998560,998560,998569,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998569,998560
862,0,0,998400,998400,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400,998400,998400,998410,998410,998410,998410,998400,998410,998410,998410,998410,998410,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998410,998410,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998410,998410,998410,998400,998400,998410,998400,998410,998400,998410,998400,998400,998400,998402,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998410,998410,998410,998400,998400,998410,998400,998410,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400
863,0,0,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998569,998569,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998569,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569
864,0,0,998410,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998410,998410,998400,998400,998410,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998410,998410,998410,998410,998410,998410,998410,998400,998410,998400,998400,998410,998410,998400,998400,998400,998410,998410,998410,998400,998410,998400,998410,998410,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998410,998410,998410,998410,998410,998410,998400,998410,998410,998410,998410,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998410
865,0,0,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998569,998569,998569,998569,998569,998560,998560,998560,998569,998560,998569,998569,998560,998560,998569,998569,998560,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998569,998569,998560,998569,998569,998569,998560,998560,998569,998560,998560,998569,998569,998569,998569,998569,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569
866,0,0,998560,998569,998560,998560,998569,998569,998569,998569,998560,998569,998569,998569,998560,998569,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998560,998560,998569,998560,998569,998560,998569,998569,998569,998569,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998560,998569,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998569
867,0,0,998569,998569,998569,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998560,998569,998569,998569,998560,998560,998560,998569,998569,998561,998560,998569,998560,998569,998569,998569,998560,998560,998560,998560,998560,998569,998569,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998569,998560,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998560
868,0,0,998410,998400,998410,998410,998410,998410,998400,998400,998400,998410,998410,998400,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998410,998400,998410,998400,998410,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998410,998410,998410,998400,998410,998410,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998410,998400,998410,998400,998400,998400,998410,998400,998400,998410,998400,998410,998410,998410,998410,998400,998410,998400,998410,998410,998400,998400
869,0,0,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560
870,0,0,998560,998569,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998564,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998569,998569,998569,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569
871,0,0,998400,998400,998400,998410,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400,998410,998410,998400,998410,998410,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998410,998410,998410,998400,998400,998400,998410,998410,998400,998400,998400,998410,998410,998410,998410,998400,998400,998400,998400,998410,998410,998400,998400,998410,998400,998410,998400,998410,998400,998410,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998410,998400,998400,998400,998410,998408,998400,998410
872,0,0,998560,998560,998560,998560,998560,998560,998569,998569,998569,998569,998560,998569,998569,998560,998569,998569,998569,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998569,998560,998569,998569,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998560,998569,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998569,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998569,998569,998560,998560
873,0,0,998410,998400,998400,998400,998400,998400,998410,998400,998404,998410,998400,998400,998410,998410,998400,998410,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998410,998400,998410,998410,998410,998400,998410,998410,998400,998400,998410,998400,998410,998400,998410,998410,998400,998400,998400,998410,998400,998410,998400,998410,998410,998400,998410,998400,998410,998410,998410,998400,998410,998410,998410,998410,998410,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400
874,0,0,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998569,998569,998569,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569,998560,998569,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998569,998560,998569,998569,998569,998569,998560,998569,998560,998560,998569,998569,998569
875,0,0,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998569,998569,998569,998560,998560,998560,998560,998569,998560,998569,998569,998560,998569,998560,998569,998569,998560,998560,998560,998569,998569,998560,998560,998569,998569,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998569,998560,998569,998569,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569
876,0,0,998400,998400,998410,998400,998410,998400,998410,998400,998400,998400,998410,998400,998410,998400,998410,998400,998410,998400,998400,998410,998400,998400,998410,998410,998410,998410,998410,998400,998410,998410,998410,998410,998410,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998410,998400,998400,998410,998410,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998410,998410,998410,998410,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998410,998400,998400,998400,998400,998410,998410,998400,998410,998410,998400,998409,998400,998410,998410,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400
877,0,0,998400,998400,998400,998410,998400,998410,998410,998400,998410,998400,998400,998400,998400,998400,998410,998410,998400,998400,998410,998400,998410,998410,998410,998410,998400,998410,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998410,998410,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998410,998400,998400,998410,998400,998410,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998410,998410,998400,998400,998400,998410,998400,998400,998410,998400,998400
878,0,0,998410,998410,998410,998410,998410,998410,998410,998400,998410,998410,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998410,998410,998400,998400,998410,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998410,998410,998400,998410,998410,998400,998410,998400,998400,998410,998410,998400,998410,998410,998410
879,0,0,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560
880,0,0,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998569,998560,998569,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998569,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560
881,0,0,998560,998569,998569,998560,998569,998569,998560,998560,998569,998569,998560,998560,998569,998560,998569,998569,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998560,998560,998569,998560,998569,998560,998569,998569,998560,998560,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998569
882,0,0,998560,998560,998560,998569,998569,998569,998560,998569,998569,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998569,998569,998569,998560,998569,998569,998569,998569,998560,998569,998560,998560,998569,998560,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998569,998569,998565,998569,998569,998560,998560,998569,998560,998569,998560,998569,998569,998569,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998560,998569,998569,998569,998560,998569,998560,998569,998569,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998569,998560,998560,998560
883,0,0,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998560,998569,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998569,998569,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560
884,0,0,998569,998569,998569,998560,998569,998560,998560,998569,998569,998569,998560,998560,998560,998569,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569
885,0,0,998560,998560,998569,998569,998560,998569,998569,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998569,998569,998569
886,0,0,998410,998410,998410,998400,998400,998400,998410,998410,998400,998410,998410,998400,998400,998410,998400,998400,998400,998400,998410,998410,998410,998410,998410,998410,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998410,998410,998410,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998410,998400,998400,998403,998400,998400,998410,998410,998400,998410,998400,998400,998400,998410,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998410,998410,998410,998400,998410,998400
887,0,0,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998569,998569,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998569,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998560,998569,998569,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560
888,0,0,998569,998569,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998560,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998569,998569,998569,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998569,998560,998560,998569,998560
889,0,0,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998569,998569,998569,998569,998569,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998569,998569,998569,998569,998560,998569,998569,998569,998569,998560,998569,998569,998569,998569,998560,998569,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998561,998560,998569,998560,998560,998569,998569,998560,998560,998569
890,0,0,998410,998410,998400,998400,998410,998400,998400,998400,998410,998410,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998410,998410,998400,998410,998410,998410,998400,998400,998400,998410,998410,998410,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998410,998410,998410,998400,998400,998400,998410,998410,998400,998410,998410,998400,998410,998410,998400,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998400,998410,998400,998410,998410,998400,998410,998400,998400,998400,998410
891,0,0,998569,998560,998560,998569,998560,998569,998569,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998569,998569,998560
892,0,0,998410,998400,998410,998410,998410,998400,998400,998410,998410,998410,998410,998410,998400,998410,998400,998410,998410,998410,998410,998400,998410,998400,998410,998410,998410,998400,998400,998400,998410,998410,998410,998400,998400,998410,998410,998410,998410,998410,998400,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998410,998410,998410,998400,998400,998410,998400,998400,998400,998410,998410,998400,998410,998400,998410,998410,998410,998400,998400,998410,998400,998410,998400,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998410,998400,998410,998410,998410
893,0,0,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998560,998569,998569,998569,998569,998569,998569,998560,998560,998560,998569
894,0,0,998569,998569,998560,998569,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998560,998569,998569,998560,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998560,998569,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998569
895,0,0,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998410,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998410,998410,998400,998410,998400,998410,998400,998400,998410,998410,998410,998400,998410,998400,998400,998400,998410,998400
896,0,0,998560,998569,998560,998569,998569,998569,998569,998560,998569,998569,998569,998560,998560,998560,998569,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998569,998569
897,0,0,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998400,998400,998400,998410,998410,998400,998400,998410,998410,998410,998410,998400,998410,998400,998410,998400,998410,998400,998400,998410,998410,998400,998410,998400,998410,998400,998400,998410,998410,998400,998410,998400,998400,998410,998400,998400,998400,998410,998400,998410,998410,998400,998400,998400,998400,998410,998410,998410,998410,998400,998410,998400,998410,998400,998410,998400,998400,998400,998410,998400,998410,998400,998400,998410,998400,998400,998400,998410,998400,998410,998410,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998410,998410,998400
898,0,0,998569,998569,998560,998569,998569,998560,998560,998560,998569,998569,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560
899,0,0,998400,998410,998400,998400,998410,998400,998400,998410,998410,998410,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998410,998410,998400,998410,998410,998400,998410,998410,998400,998400,998400,998400,998400,998400,998410,998400,998400,998410,998410,998400,998400,998400,998410,998400,998410,998410,998400,998400,998400,998410,998410,998400,998400,998400,998400,998410,998410,998410,998400,998410,998410,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410
900,0,0,998400,998410,998400,998410,998410,998410,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998410,998400,998400,998410,998400,998400,998410,998400,998400,998410,998400,998400,998400,998410,998410,998410,998400,998410,998400,998400,998400,998410,998400,998410,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998410,998400,998410,998410,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998410,998400,998410,998410,998410,998410,998410,998400,998400
901,0,0,998569,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998560,998569
902,0,0,998560,998560,998560,998560,998569,998560,998569,998569,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998569,998560,998569,998569,998560,998560,998560,998569,998560,998569,998569,998569,998569,998560,998560,998569,998560,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998569,998569,998569
