Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50,#51,#52,#53,#54,#55,#56,#57,#58,#59,#60,#61,#62,#63,#64,#65,#66,#67,#68,#69,#70,#71,#72,#73,#74,#75,#76,#77,#78,#79,#80,#81,#82,#83,#84,#85,#86,#87,#88,#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100
903,0,0,998569,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998560,998569,998569,998569,998566,998560,998569,998560,998560,998569,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998569,998569,998569,998560,998569,998560,998560,998569
904,0,0,998400,998400,998410,998410,998410,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998410,998410,998410,998400,998400,998400,998400,998400,998400,998410,998410,998410,998410,998410,998410,998400,998410,998400,998410,998410,998400,998400,998400,998400,998400,998410,998400,998410,998410,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998400,998400,998410,998410,998400,998400,998410,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998410,998410,998410,998410,998410,998410,998410,998400,998400,998400,998400,998410,998400,998410,998400,998400,998410,998400
905,0,0,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998560,998569,998560,998560,998569,998569,998560,998569,998560,998569,998569,998569,998560,998560,998569,998560,998569,998569,998569,998560,998569,998569,998569,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569
906,0,0,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998560,998569,998560,998560,998569,998569,998560,998560,998560,998569,998569,998569,998569,998560,998569,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998569,998569,998569,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998569,998560,998560,998560,998560,998569,998569,998569,998569,998560,998569,998560,998569,998569,998569,998560,998560,998560,998560
907,0,0,998560,998569,998560,998560,998569,998569,998569,998560,998560,998569,998560,998569,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998569,998560,998560,998560,998569,998569,998560,998569,998560,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998560,998560,998560,998569,998560,998569,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560
908,0,0,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998569,998569,998569,998569,998560,998569,998560,998560,998569,998560,998569,998569,998560,998560,998560,998569,998569,998560,998569,998569,998560,998569,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998569,998560,998569,998560,998569,998569,998569,998560,998560,998569,998560,998560,998569,998560,998563,998569,998569,998560,998569,998569,998560,998569,998560,998569,998569,998560,998560,998569,998569,998560,998560,998569,998569,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998569,998569,998560,998569,998560,998560,998569,998560,998560
909,0,0,998569,998560,998569,998569,998560,998569,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998569,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998560,998560,998560,998569,998560,998569,998560,998569,998569,998560,998560,998560,998569,998560,998569,998560
910,0,0,998400,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998400,998400,998402,998400,998400,998410,998400,998400,998400,998410,998400,998400,998400,998410,998410,998410,998400,998410,998400,998400,998400,998410,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998410,998400,998410,998400,998400,998410,998410,998410,998400,998400,998400,998410,998400,998400,998410,998400,998410,998400,998400,998410,998410,998400,998400,998400,998400,998400,998400,998400,998400,998410,998410,998400,998410,998410,998410,998400,998400,998410
911,0,0,998400,998400,998400,998410,998410,998410,998400,998400,998400,998400,998410,998400,998410,998410,998410,998400,998410,998400,998400,998400,998410,998410,998400,998400,998410,998410,998400,998410,998410,998400,998410,998400,998410,998410,998400,998410,998410,998410,998410,998410,998400,998400,998410,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998410,998400,998410,998410,998410,998400,998400,998410,998400,998410,998400,998400,998400,998410,998410,998410,998410,998400,998410,998410,998400,998410,998400,998400,998410,998410,998410,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998410,998400,998410,998410,998400,998400
912,0,0,998400,998400,998400,998400,998410,998410,998410,998400,998400,998410,998400,998400,998400,998410,998410,998400,998410,998410,998410,998410,998410,998400,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998410,998410,998400,998400,998410,998410,998410,998410,998400,998400,998410,998400,998410,998410,998400,998410,998400,998410,998410,998400,998400,998400,998410,998400,998400,998410,998410,998410,998400,998410,998400,998410,998400,998410,998410,998410,998410,998400,998410,998410,998410,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998400,998410,998400,998410,998400,998410,998410,998400,998400,998400
913,0,0,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998569,998560,998569,998560,998569,998569,998569,998569,998569,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998569,998563,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998569,998569,998560,998569,998560,998560,998569
914,0,0,998400,998410,998400,998400,998410,998410,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998410,998400,998410,998410,998410,998410,998400,998400,998410,998410,998400,998400,998400,998410,998410,998400,998400,998400,998410,998400,998400,998400,998410,998400,998410,998400,998410,998410,998400,998410,998400,998410,998410,998400,998400,998400,998400,998400,998400,998410,998410,998400,998400,998400,998410,998410,998400,998400,998410,998400,998400,998410,998400,998400,998410,998410,998400,998400,998400,998410,998400,998410,998400,998400,998410,998410,998400,998410,998410,998410,998410,998400,998400,998410,998410
915,0,0,998560,998560,998569,998560,998569,998560,998560,998560,998569,998560,998569,998569,998569,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998569,998569,998569,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998569,998560,998569,998560,998569,998569,998560,998560,998560,998569,998569,998569,998560,998560,998569,998569,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569,998569,998569,998560,998560,998569,998560,998560,998569,998569,998569,998569,998569,998560,998569,998569,998560,998569,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569
916,0,0,998560,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998560,998560,998569,998569,998569,998560,998560,998569,998560,998569,998560,998569,998569,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998569,998560,998569,998569,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560
917,0,0,998569,998569,998569,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998569,998569,998569,998560,998569,998560,998560,998569,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998569,998560,998569,998569,998569,998569,998569,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998560,998560,998560,998560,998560,998569,998560,998560,998569,998569,998560,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998569,998569
918,0,0,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998569,998560,998560,998569,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998569,998560,998560,998569,998560,998569,998560,998560,998569,998569,998560,998569,998560,998569,998560,998560,998569,998560,998569,998569,998569,998560,998569,998569,998560,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998569,998569,998569,998560,998569,998560,998560,998560,998560,998569,998560,998560,998569,998569,998569,998560,998569,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998569,998569
919,0,0,998560,998569,998569,998569,998569,998569,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998569,998569,998560,998569,998560,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998560,998560,998560,998560,998569,998560,998569,998560,998560,998560,998560,998569,998569,998560,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569
920,0,0,998400,998400,998400,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400,998400,998410,998410,998410,998400,998400,998400,998400,998410,998410,998400,998410,998400,998400,998400,998410,998400,998400,998400,998400,998410,998410,998400,998400,998410,998400,998400,998410,998400,998410,998410,998410,998410,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998400,998400,998410,998400,998410,998400,998410,998400,998400,998410,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998410,998410,998400,998400,998410,998410,998400,998410,998400,998400,998400,998400,998400,998400,998410
921,0,0,998569,998560,998569,998569,998569,998560,998569,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998569,998569,998560,998569,998560,998560,998560,998569,998569,998569,998569,998569,998569,998569,998560,998560,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998569,998569,998560,998560,998569,998569,998560,998569,998569,998569,998560,998569,998569,998560,998569,998560,998569,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560,998569,998560,998569,998560,998560,998569,998569,998560,998569,998569,998560,998569,998560,998560,998569,998560,998569,998560,998560,998560,998560,998560,998569,998560,998560,998560,998560,998560,998560
922,0,0,998400,998410,998400,998400,998410,998410,998410,998400,998410,998400,998400,998410,998400,998400,998400,998410,998410,998410,998400,998400,998400,998400,998410,998400,998410,998400,998410,998400,998400,998410,998400,998400,998400,998410,998400,998400,998410,998400,998400,998410,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998400,998410,998400,998410,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998400,998410,998400,998400,998400,998400,998410,998410,998410,998408,998400,998410,998410,998410,998400,998410,998410,998410,998410,998400,998410,998400,998400,998400,998400,998410,998400,998400,998400,998410,998400,998410,998400
